date	close
07-Sep-20	36.98
07-Sep-20	72.07
07-Sep-20	72.29
07-Sep-20	95.63
07-Sep-20	104.37
07-Sep-20	218.72
07-Sep-20	298.78
09-Sep-20	11.23
09-Sep-20	11.92
09-Sep-20	40.09
09-Sep-20	44
09-Sep-20	81.75
09-Sep-20	91.32
09-Sep-20	113.1
09-Sep-20	137.6
09-Sep-20	304.12
09-Sep-20	314.97
10-Sep-20	9.69
10-Sep-20	9.76
10-Sep-20	44.01
10-Sep-20	44.46
10-Sep-20	73.27
10-Sep-20	79.25
10-Sep-20	109.58
10-Sep-20	124.34
10-Sep-20	276.52
10-Sep-20	300.74
11-Sep-20	10.22
11-Sep-20	10.29
11-Sep-20	42.15
11-Sep-20	42.93
11-Sep-20	68.81
11-Sep-20	81.57
11-Sep-20	109.26
11-Sep-20	134.95
11-Sep-20	304.42
11-Sep-20	318.11
12-Sep-20	9.7
12-Sep-20	9.91
12-Sep-20	43.57
